clnt_id,is_premium
4756,1.0
4757,1.0
4758,1.0
4760,1.0
4770,1.0
4773,1.0
4778,1.0
4780,1.0
4782,1.0
4784,1.0
4786,1.0
4799,1.0
4800,1.0
4802,1.0
4807,1.0
4812,1.0
4817,1.0
4824,1.0
4826,1.0
4827,1.0
4831,1.0
4832,1.0
4834,1.0
4836,1.0
4840,1.0
4841,1.0
4844,1.0
4847,1.0
4848,1.0
4853,1.0
4857,1.0
4859,1.0
4862,1.0
4873,1.0
4876,1.0
4883,1.0
4886,1.0
4897,1.0
4899,1.0
4906,1.0
4914,1.0
4915,1.0
4917,1.0
4922,1.0
4929,1.0
4930,1.0
4942,1.0
4943,1.0
4951,1.0
4952,1.0
4960,1.0
4961,1.0
4964,1.0
4966,1.0
4968,1.0
4970,1.0
4972,1.0
4976,1.0
4982,1.0
4983,1.0
4989,1.0
4997,1.0
4998,1.0
4999,1.0
2002,0.0
2003,0.0
2005,0.0
2009,0.0
2015,0.0
2016,0.0
2022,0.0
2023,0.0
2024,0.0
2032,0.0
2033,0.0
2034,0.0
2036,0.0
2037,0.0
2048,0.0
2054,0.0
2057,0.0
2066,0.0
2067,0.0
2077,0.0
2083,0.0
2087,0.0
2091,0.0
2096,0.0
2098,0.0
2101,0.0
2110,0.0
2111,0.0
2112,0.0
2116,0.0
2117,0.0
2118,0.0
2120,0.0
2122,0.0
2124,0.0
2125,0.0
2126,0.0
2129,0.0
2132,0.0
2134,0.0
2138,0.0
2139,0.0
2149,0.0
2150,0.0
2151,0.0
2156,0.0
2160,0.0
2163,0.0
2164,0.0
2168,0.0
2183,0.0
2192,0.0
2194,0.0
2196,0.0
2197,0.0
2198,0.0
2200,0.0
2203,0.0
2207,0.0
2210,0.0
2212,0.0
2225,0.0
2227,0.0
2232,0.0
2235,0.0
2239,0.0
2241,0.0
2244,0.0
2246,0.0
2253,0.0
2255,0.0
2256,0.0
2257,0.0
2259,0.0
2261,0.0
2262,0.0
2263,0.0
2284,0.0
2285,0.0
2288,0.0
2290,0.0
2294,0.0
2306,0.0
2309,0.0
2312,0.0
2314,0.0
2315,0.0
2317,0.0
2326,0.0
2328,0.0
2332,0.0
2337,0.0
2338,0.0
2343,0.0
2350,0.0
2351,0.0
2356,0.0
2358,0.0
2364,0.0
2367,0.0
2368,0.0
2372,0.0
2379,0.0
2380,0.0
2381,0.0
2383,0.0
2385,0.0
2386,0.0
2393,0.0
2400,0.0
2405,0.0
2407,0.0
2408,0.0
2409,0.0
2412,0.0
2414,0.0
2416,0.0
2417,0.0
2427,0.0
2432,0.0
2436,0.0
2439,0.0
2440,0.0
2443,0.0
2446,0.0
2451,0.0
2453,0.0
2456,0.0
2460,0.0
2461,0.0
2464,0.0
2471,0.0
2473,0.0
2495,0.0
2496,0.0
2498,0.0
2499,0.0
2504,0.0
2505,0.0
2506,0.0
2510,0.0
2515,0.0
2516,0.0
2518,0.0
2523,0.0
2527,0.0
2532,0.0
2536,0.0
2542,0.0
2543,0.0
2544,0.0
2554,0.0
2557,0.0
2562,0.0
2564,0.0
2566,0.0
2586,0.0
2588,0.0
2595,0.0
2596,0.0
2598,0.0
2601,0.0
2603,0.0
2605,0.0
2609,0.0
2611,0.0
2612,0.0
2613,0.0
2616,0.0
2619,0.0
2623,0.0
2630,0.0
2631,0.0
2637,0.0
2644,0.0
2646,0.0
2647,0.0
2649,0.0
2650,0.0
2652,0.0
2656,0.0
2657,0.0
2659,0.0
2669,0.0
2676,0.0
2680,0.0
2684,0.0
2685,0.0
2690,0.0
2692,0.0
2693,0.0
2696,0.0
2698,0.0
2699,0.0
2700,0.0
2705,0.0
2707,0.0
2713,0.0
2714,0.0
2716,0.0
2726,0.0
2727,0.0
2728,0.0
2731,0.0
2732,0.0
2734,0.0
2737,0.0
2738,0.0
2739,0.0
2749,0.0
2751,0.0
2755,0.0
2760,0.0
2762,0.0
2764,0.0
2765,0.0
2766,0.0
2770,0.0
2773,0.0
2775,0.0
2780,0.0
2784,0.0
2791,0.0
2793,0.0
2797,0.0
2798,0.0
2802,0.0
2803,0.0
2805,0.0
2811,0.0
2812,0.0
2817,0.0
2824,0.0
2829,0.0
2832,0.0
2833,0.0
2838,0.0
2844,0.0
2846,0.0
2850,0.0
2852,0.0
2856,0.0
2858,0.0
2861,0.0
2869,0.0
2874,0.0
2882,0.0
2884,0.0
2885,0.0
2890,0.0
2893,0.0
2896,0.0
2898,0.0
2907,0.0
2915,0.0
2919,0.0
2923,0.0
2930,0.0
2931,0.0
2932,0.0
2935,0.0
2937,0.0
2940,0.0
2944,0.0
2949,0.0
2964,0.0
2969,0.0
2971,0.0
2972,0.0
2974,0.0
2982,0.0
2988,0.0
2992,0.0
2995,0.0
2998,0.0
3003,0.0
3005,0.0
3006,0.0
3008,0.0
3009,0.0
3011,0.0
3012,0.0
3020,0.0
3023,0.0
3032,0.0
3039,0.0
3046,0.0
3053,0.0
3054,0.0
3070,0.0
3077,0.0
3079,0.0
3082,0.0
3083,0.0
3086,0.0
3088,0.0
3095,0.0
3105,0.0
3107,0.0
3108,0.0
3109,0.0
3111,0.0
3112,0.0
3115,0.0
3117,0.0
3128,0.0
3130,0.0
3131,0.0
3135,0.0
3137,0.0
3153,0.0
3163,0.0
3164,0.0
3171,0.0
3176,0.0
3180,0.0
3184,0.0
3186,0.0
3191,0.0
3193,0.0
3194,0.0
3195,0.0
3196,0.0
3197,0.0
3199,0.0
3208,0.0
3212,0.0
3213,0.0
3214,0.0
3219,0.0
3222,0.0
3239,0.0
3242,0.0
3246,0.0
3247,0.0
3260,0.0
3263,0.0
3264,0.0
3269,0.0
3273,0.0
3280,0.0
3283,0.0
3285,0.0
3290,0.0
3293,0.0
3294,0.0
3295,0.0
3312,0.0
3313,0.0
3316,0.0
3317,0.0
3320,0.0
3328,0.0
3331,0.0
3332,0.0
3334,0.0
3335,0.0
3337,0.0
3339,0.0
3342,0.0
3343,0.0
3352,0.0
3355,0.0
3357,0.0
3360,0.0
3363,0.0
3364,0.0
3367,0.0
3368,0.0
3371,0.0
3375,0.0
3379,0.0
3380,0.0
3384,0.0
3385,0.0
3391,0.0
3395,0.0
3402,0.0
3405,0.0
3408,0.0
3415,0.0
3417,0.0
3420,0.0
3422,0.0
3425,0.0
3426,0.0
3429,0.0
3431,0.0
3433,0.0
3435,0.0
3436,0.0
3438,0.0
3439,0.0
3450,0.0
3456,0.0
3457,0.0
3458,0.0
3463,0.0
3466,0.0
3469,0.0
3480,0.0
3482,0.0
3488,0.0
3496,0.0
3504,0.0
3507,0.0
3508,0.0
3509,0.0
3511,0.0
3517,0.0
3524,0.0
3525,0.0
3527,0.0
3532,0.0
3537,0.0
3538,0.0
3540,0.0
3547,0.0
3551,0.0
3556,0.0
3563,0.0
3564,0.0
3567,0.0
3576,0.0
3577,0.0
3580,0.0
3582,0.0
3584,0.0
3585,0.0
3588,0.0
3594,0.0
3599,0.0
3601,0.0
3602,0.0
3604,0.0
3605,0.0
3607,0.0
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3619,0.0
3621,0.0
3622,0.0
3624,0.0
3625,0.0
3626,0.0
3629,0.0
3638,0.0
3639,0.0
3641,0.0
3642,0.0
3650,0.0
3651,0.0
3665,0.0
3667,0.0
3677,0.0
3678,0.0
3679,0.0
3686,0.0
3687,0.0
3689,0.0
3693,0.0
3697,0.0
3699,0.0
3706,0.0
3716,0.0
3717,0.0
3718,0.0
3720,0.0
3722,0.0
3724,0.0
3725,0.0
3730,0.0
3733,0.0
3737,0.0
3740,0.0
3753,0.0
3754,0.0
3765,0.0
3766,0.0
3769,0.0
3771,0.0
3782,0.0
3783,0.0
3785,0.0
3794,0.0
3795,0.0
3798,0.0
3799,0.0
3800,0.0
3805,0.0
3813,0.0
3818,0.0
3820,0.0
3821,0.0
3822,0.0
3825,0.0
3838,0.0
3843,0.0
3850,0.0
3854,0.0
3857,0.0
3858,0.0
3864,0.0
3874,0.0
3875,0.0
3878,0.0
3880,0.0
3886,0.0
3887,0.0
3889,0.0
3898,0.0
3900,0.0
3902,0.0
3903,0.0
3905,0.0
3908,0.0
3914,0.0
3915,0.0
3923,0.0
3925,0.0
3926,0.0
3934,0.0
3936,0.0
3945,0.0
3949,0.0
3952,0.0
3954,0.0
3957,0.0
3961,0.0
3962,0.0
3964,0.0
3965,0.0
3970,0.0
3973,0.0
3980,0.0
3984,0.0
3990,0.0
3991,0.0
3993,0.0
3995,0.0
3997,0.0
4005,0.0
4009,0.0
4011,0.0
4012,0.0
4013,0.0
4015,0.0
4017,0.0
4031,0.0
4034,0.0
4038,0.0
4046,0.0
4048,0.0
4049,0.0
4053,0.0
4054,0.0
4057,0.0
4058,0.0
4062,0.0
4065,0.0
4067,0.0
4068,0.0
4072,0.0
4073,0.0
4077,0.0
4080,0.0
4086,0.0
4088,0.0
4091,0.0
4093,0.0
4095,0.0
4096,0.0
4100,0.0
4101,0.0
4105,0.0
4106,0.0
4108,0.0
4111,0.0
4112,0.0
4113,0.0
4116,0.0
4120,0.0
4128,0.0
4129,0.0
4140,0.0
4143,0.0
4144,0.0
4145,0.0
4150,0.0
4152,0.0
4159,0.0
4163,0.0
4179,0.0
4180,0.0
4181,0.0
4182,0.0
4183,0.0
4185,0.0
4186,0.0
4189,0.0
4191,0.0
4194,0.0
4197,0.0
4204,0.0
4205,0.0
4206,0.0
4209,0.0
4217,0.0
4222,0.0
4228,0.0
4229,0.0
4231,0.0
4232,0.0
4234,0.0
4236,0.0
4242,0.0
4243,0.0
4245,0.0
4248,0.0
4251,0.0
4256,0.0
4267,0.0
4269,0.0
4273,0.0
4275,0.0
4283,0.0
4284,0.0
4285,0.0
4298,0.0
4300,0.0
4301,0.0
4307,0.0
4308,0.0
4319,0.0
4320,0.0
4322,0.0
4328,0.0
4331,0.0
4335,0.0
4336,0.0
4337,0.0
4341,0.0
4344,0.0
4349,0.0
4354,0.0
4356,0.0
4361,0.0
4367,0.0
4376,0.0
4390,0.0
4391,0.0
4392,0.0
4406,0.0
4407,0.0
4408,0.0
4410,0.0
4412,0.0
4418,0.0
4421,0.0
4429,0.0
4431,0.0
4432,0.0
4433,0.0
4436,0.0
4439,0.0
4443,0.0
4444,0.0
4446,0.0
4454,0.0
4455,0.0
4459,0.0
4461,0.0
4464,0.0
4467,0.0
4469,0.0
4473,0.0
4474,0.0
4476,0.0
4480,0.0
4486,0.0
4487,0.0
4488,0.0
4489,0.0
4491,0.0
4495,0.0
4502,0.0
4503,0.0
4510,0.0
4511,0.0
4516,0.0
4519,0.0
4523,0.0
4529,0.0
4536,0.0
4537,0.0
4542,0.0
4543,0.0
4546,0.0
4547,0.0
4552,0.0
4554,0.0
4555,0.0
4556,0.0
4560,0.0
4562,0.0
4563,0.0
4568,0.0
4572,0.0
4580,0.0
4590,0.0
4594,0.0
4597,0.0
4601,0.0
4605,0.0
4607,0.0
4609,0.0
4618,0.0
4624,0.0
4625,0.0
4626,0.0
4638,0.0
4639,0.0
4642,0.0
4647,0.0
4648,0.0
4651,0.0
4657,0.0
4658,0.0
4661,0.0
4663,0.0
4664,0.0
4676,0.0
4682,0.0
4687,0.0
4689,0.0
4690,0.0
4695,0.0
4700,0.0
4703,0.0
4714,0.0
4722,0.0
4725,0.0
4726,0.0
4730,0.0
4732,0.0
4733,0.0
4745,0.0
4746,0.0
4750,0.0
4753,0.0
4754,0.0
4755,0.0
4764,0.0
4766,0.0
4767,0.0
4769,0.0
4776,0.0
4783,0.0
4788,0.0
4790,0.0
4793,0.0
4795,0.0
4801,0.0
4806,0.0
4810,0.0
4820,0.0
4821,0.0
4822,0.0
4829,0.0
4830,0.0
4846,0.0
4849,0.0
4852,0.0
4861,0.0
4868,0.0
4869,0.0
4870,0.0
4871,0.0
4878,0.0
4879,0.0
4880,0.0
4887,0.0
4891,0.0
4893,0.0
4894,0.0
4895,0.0
4898,0.0
4901,0.0
4902,0.0
4905,0.0
4912,0.0
4916,0.0
4919,0.0
4920,0.0
4932,0.0
4933,0.0
4934,0.0
4938,0.0
4940,0.0
4947,0.0
4949,0.0
4953,0.0
4962,0.0
4967,0.0
4978,0.0
4980,0.0
4981,0.0
4985,0.0
4988,0.0
4990,0.0
4992,0.0
4993,0.0
4995,0.0
4996,0.0
2060,1.0
2278,1.0
2421,1.0
2422,1.0
2457,1.0
2484,1.0
2500,1.0
2503,1.0
2783,1.0
3022,1.0
3067,1.0
3192,1.0
3304,1.0
3427,1.0
3491,1.0
3495,1.0
3702,1.0
3713,1.0
3803,1.0
3840,1.0
3860,1.0
4003,1.0
4172,1.0
4225,1.0
4250,1.0
4258,1.0
4278,1.0
4279,1.0
4540,1.0
4576,1.0
4671,1.0
4691,1.0
4787,1.0
